"ID","Plink_F_value","GenABEL_F_value","Plink_with_X_F_value","Freq_F_value","Freq_rsIDs_F_value"
"20180117_WHS001_180",-0.1057,-0.0709058821567651,-0.07113,-0.07114,-0.07332
"20201105_SBL001_039",-0.1056,-0.101203933612018,-0.1014,-0.1015,-0.1069
"20160216_Z32",-0.1042,-0.0853767242297184,-0.0856,-0.08568,-0.08609
"20161101_HSI001_490",-0.1042,-0.101656434869353,-0.1019,-0.1019,-0.1011
"20160405_UCD001_053",-0.1035,-0.108546917827072,-0.1088,-0.1089,-0.1149
"20171120_HSI001_533",-0.1035,-0.106164881036317,-0.1064,-0.1064,-0.1164
"20220526_GBK001_006",-0.1034,-0.0541458550322597,-0.05437,-0.05441,-0.06054
"20141007_ALR001_036",-0.1031,-0.0535491520012814,-0.05377,-0.05384,-0.05908
"20170517_MOR001_008",-0.1031,-0.0556153733761589,-0.05584,-0.05592,-0.05506
"20150325_SHS001_020",-0.1021,-0.0940869677096541,-0.09432,-0.09433,-0.09705
"20160405_UCD001_056",-0.1017,-0.0587207916556289,-0.05894,-0.05903,-0.05871
"20190117_BWH001_006",-0.1017,-0.0521518128907277,-0.05237,-0.05246,-0.05762
"20160405_UCD001_001",-0.1013,-0.103004202440982,-0.1032,-0.1033,-0.1157
"20170517_MOR001_012",-0.1013,-0.0549191668386281,-0.05514,-0.05522,-0.06346
"20160419_AXC001_040",-0.101,-0.0643301545869119,-0.06455,-0.06457,-0.06967
"20170801_EQR001_620",-0.101,-0.0536085099459487,-0.05383,-0.05384,-0.05543
"20160216_B29",-0.1006,-0.0535401614510576,-0.05376,-0.05384,-0.05835
"20201001_SBL001_001",-0.1005,-0.0510204834770204,-0.05124,-0.0513,-0.05652
"20161101_TAR001_123",-0.1003,-0.0982405670502602,-0.09847,-0.09849,-0.1029
"20210426_SBL001_001",-0.09941,-0.0499824582531818,-0.0502,-0.05026,-0.05433
"20161101_HSI001_476",-0.09914,-0.105097018456013,-0.1053,-0.1054,-0.1109
"20170306_TYR001_087",-0.09884,-0.0944329368848739,-0.09466,-0.09468,-0.09668
"20210311_SHM001_001",-0.09837,-0.0846365145479929,-0.08486,-0.08487,-0.08682
"20171101_EQR001_263",-0.09812,-0.0913224210346609,-0.09155,-0.09156,-0.09157
"20141007_ALR001_048",-0.09804,-0.0486906393403524,-0.04891,-0.04899,-0.05032
"20170620_JER001_010",-0.0974,-0.059145112896538,-0.05937,-0.05938,-0.06419
"20141007_ALR001_060",-0.09732,-0.0479983192163609,-0.04822,-0.0483,-0.05433
"20201001_SBL001_012",-0.09723,-0.0866636896020881,-0.08689,-0.08695,-0.09157
"20220413_SBL001_053",-0.09723,-0.0479034878676331,-0.04812,-0.04818,-0.05324
"20160419_WHS001_035",-0.09704,-0.087866478002662,-0.08809,-0.0881,-0.08208
"20160531_RTS001_026",-0.09704,-0.0805996885518156,-0.08083,-0.08084,-0.08427
"20170530_TZI001_015",-0.09704,-0.0577596337168724,-0.05798,-0.05799,-0.05287
"20190124_BWH001_015",-0.0966,-0.0473082758517153,-0.04753,-0.04761,-0.05287
"20210426_SBL001_012",-0.09651,-0.0849340125624761,-0.08516,-0.08522,-0.0934
"20160829_MAY001_314",-0.09631,-0.0639830037176225,-0.0642,-0.06422,-0.06711
"20160726_WKS001_038",-0.09594,-0.0954686730169023,-0.0957,-0.09572,-0.09559
"20170710_HSI001_524",-0.09592,-0.099250929079831,-0.09948,-0.09952,-0.1014
"20141007_ALR001_025",-0.09589,-0.0466266580264382,-0.04684,-0.04692,-0.04375
"20220413_RKN001_014",-0.09579,-0.04687373129048,-0.04709,-0.04714,-0.05324
"20170517_MOR001_006",-0.09551,-0.0473071126365129,-0.04753,-0.04761,-0.05178
"20150813_HGG001_003A",-0.09442,-0.0940155493757869,-0.09424,-0.09433,-0.09632
"20180529_JER001_058",-0.09414,-0.0549937957817234,-0.05521,-0.05522,-0.05433
"20161101_TAR001_119",-0.09413,-0.0975402931913647,-0.09777,-0.09779,-0.1051
"20161219_CMP001_012",-0.09407,-0.0473139574017052,-0.04753,-0.04761,-0.05105
"20170517_MOR001_009",-0.09406,-0.0483415212279346,-0.04856,-0.04865,-0.04922
"20180221_EQR001_346",-0.09377,-0.0906251737282121,-0.09085,-0.09087,-0.08755
"20141007_ALR001_064",-0.09297,-0.0438442640529522,-0.04406,-0.04415,-0.04922
"20170530_TZI001_009",-0.09269,-0.0501465607486914,-0.05037,-0.05038,-0.05068
"20170411_TZI001_466",-0.09268,-0.0861261151198836,-0.08635,-0.08637,-0.08354
"20180221_EQR001_328",-0.09268,-0.0522142032475037,-0.05243,-0.05246,-0.05214
"20141007_ALR001_028",-0.09232,-0.090278735747165,-0.09051,-0.09053,-0.09413
"20170814_JDF001_251",-0.09232,-0.0875117751172804,-0.08774,-0.08776,-0.09449
"20171024_HSI001_525",-0.09232,-0.0909744028786711,-0.0912,-0.09122,-0.09194
"20141007_ALR001_051",-0.09226,-0.0912549613299482,-0.09148,-0.09156,-0.1003
"20141007_ALR001_035",-0.09153,-0.0424618136172421,-0.04268,-0.04277,-0.0463
"20201105_SBL001_029",-0.09144,-0.0946280587256739,-0.09486,-0.09491,-0.0934
"20141224_DAY001_653",-0.09124,-0.0826733213089466,-0.0829,-0.08291,-0.08135
"20170517_MOR001_007",-0.09117,-0.0441968148428732,-0.04441,-0.0445,-0.04849
"20141224_DAY001_645",-0.09052,-0.0889034433072679,-0.08913,-0.08914,-0.08974
"20170801_KLA001_247",-0.09052,-0.0868279323147432,-0.08705,-0.08706,-0.08609
"20161219_CMP001_003",-0.09045,-0.0881471183298719,-0.08837,-0.08845,-0.08865
"20160405_UCD001_014",-0.09008,-0.0919388076749227,-0.09217,-0.09226,-0.09705
"20151124_DRK001_021",-0.0898,-0.0916754229739893,-0.0919,-0.09191,-0.09194
"20141219_BES001_031",-0.08979,-0.0916689917685048,-0.0919,-0.09191,-0.09413
"20170222_MDS001_008",-0.08979,-0.0833650324147517,-0.08359,-0.0836,-0.09303
"20160706_MAY001_092",-0.08943,-0.0459970450310803,-0.04622,-0.04623,-0.0463
"20180529_JER001_059",-0.08942,-0.0899280956795175,-0.09016,-0.09018,-0.09595
"20160510_MKC001_005",-0.0887,-0.0494480230579193,-0.04967,-0.04969,-0.04776
"20141007_ALR001_014",-0.08868,-0.0926877783396484,-0.09292,-0.09295,-0.09267
"20141007_ALR001_070",-0.08868,-0.0397501399481632,-0.03997,-0.04,-0.03936
"20171120_HSI001_531",-0.08867,-0.041816859715714,-0.04203,-0.04207,-0.04082
"20160216_H09",-0.08863,-0.0850238169816396,-0.08525,-0.08533,-0.09267
"20160913_SES001_056",-0.08797,-0.081631866231949,-0.08186,-0.08187,-0.08427
"20160426_SIF001_068",-0.08761,-0.090621320398783,-0.09085,-0.09087,-0.09413
"20141007_ALR001_068",-0.08754,-0.0386600843836681,-0.03888,-0.03896,-0.04229
"20191209_LIP001_613",-0.08749,-0.0386017066571547,-0.03882,-0.03883,-0.04119
"20171120_HSI001_534",-0.08724,-0.0951171492891748,-0.09535,-0.09537,-0.1022
"20160405_UCD001_060",-0.08718,-0.0417708065092135,-0.04199,-0.04207,-0.05214
"20160419_AXC001_026",-0.08689,-0.0508398843336588,-0.05106,-0.05107,-0.04959
"20160726_WKS001_096",-0.08688,-0.0857797399690575,-0.08601,-0.08603,-0.07989
"20171120_EQR001_242",-0.08688,-0.0439122521455241,-0.04413,-0.04415,-0.04411
"20140926_GDN001_214",-0.08653,-0.0376916011051504,-0.03791,-0.03792,-0.0379
"20170517_MOR001_013",-0.08646,-0.0386584787541555,-0.03888,-0.03896,-0.04009
"20161101_HSI001_478",-0.0861,-0.0891798558749403,-0.08941,-0.08949,-0.08938
"20210403_WM001_070",-0.08604,-0.0372128488747575,-0.03743,-0.03745,-0.03936
"20160726_WKS001_045",-0.0858,-0.0923566314405023,-0.09258,-0.0926,-0.0934
"20171024_HSI001_526",-0.08578,-0.0895697433489472,-0.0898,-0.08983,-0.08609
"20160712_MAY001_181",-0.08544,-0.0899371191725764,-0.09016,-0.09018,-0.0934
"20141029_CM131",-0.08509,-0.0684933769508792,-0.06872,-0.06872,-0.06419
"20160216_A02",-0.08501,-0.0386662187595263,-0.03888,-0.03896,-0.04667
"20141029_SHS001_024",-0.08472,-0.0920146868777969,-0.09224,-0.09226,-0.09194
"20160928_MAY001_368",-0.08472,-0.0844059013800556,-0.08463,-0.08464,-0.08354
"20150216_EVT001_019",-0.08471,-0.0359566032793835,-0.03617,-0.03619,-0.03571
"20141007_ALR001_005",-0.08467,-0.0362566773821281,-0.03647,-0.03654,-0.039
"20141007_ALR001_057",-0.08466,-0.0359065982725912,-0.03612,-0.03619,-0.03243
"20160405_UCD001_030",-0.08464,-0.0888241834124775,-0.08905,-0.08914,-0.09376
"20191205_OAK001_151",-0.08461,-0.0908720328873814,-0.0911,-0.0911,-0.09486
"20150708_DRK001_223",-0.08436,-0.0885594659909512,-0.08879,-0.0888,-0.09194
"20150708_DRK001_181",-0.08435,-0.078865365537641,-0.07909,-0.0791,-0.07514
"20170620_SIF001_170",-0.08435,-0.0463410494941272,-0.04656,-0.04657,-0.04886
"20160419_WTS001_057",-0.08326,-0.0715956978389976,-0.07182,-0.07184,-0.07916
"20201105_SBL001_040",-0.0831,-0.0773213773693008,-0.07755,-0.0776,-0.08244
"20160301_H31",-0.08283,-0.0736059934628362,-0.07383,-0.07391,-0.07916
"20160726_MEF001_015",-0.08255,-0.0736807001902912,-0.0739,-0.07391,-0.0777
"20141029_CM178",-0.08254,-0.0840492046851567,-0.08428,-0.0843,-0.08938
"20160829_SES001_020",-0.08254,-0.0837073184797573,-0.08393,-0.08395,-0.08208
"20161219_CMP001_013",-0.08248,-0.037627709219897,-0.03784,-0.03792,-0.03754
"20181018_KMN001_083",-0.08247,-0.0338155639260677,-0.03403,-0.03411,-0.04046
"20201001_SBL001_002",-0.08239,-0.0337223841997984,-0.03394,-0.03399,-0.03535
"20150413_MES001_014",-0.08218,-0.0335437700271033,-0.03376,-0.03377,-0.039
"20160202_JSB001_886",-0.08218,-0.0837133543252048,-0.08394,-0.08395,-0.08536
"20170710_HSI001_515",-0.08218,-0.0352674453017155,-0.03548,-0.0355,-0.03535
"20180221_DRK001_361",-0.08218,-0.0470300342250087,-0.04725,-0.04726,-0.0536
"20201001_SBL001_013",-0.08201,-0.0333666057672219,-0.03358,-0.03364,-0.039
"20160524_CSS001_002",-0.08146,-0.080948124397085,-0.08117,-0.08118,-0.08755
"20161219_CMP001_004",-0.08139,-0.0853771021648645,-0.0856,-0.08568,-0.08974
"20160216_A03",-0.08138,-0.0345076108379807,-0.03472,-0.03481,-0.04082
"20160405_UCD001_004",-0.08138,-0.0819071224957002,-0.08213,-0.08222,-0.08792
"20160829_SES001_046",-0.0811,-0.0781805030736855,-0.07841,-0.07841,-0.07514
"20160803_WKS001_128",-0.08109,-0.0740176438947517,-0.07424,-0.07426,-0.07879
"20210426_SBL001_002",-0.08094,-0.0323396410345619,-0.03255,-0.0326,-0.0379
"20210426_SBL001_013",-0.08093,-0.0323299624393377,-0.03255,-0.0326,-0.04009
"20150708_DRK001_205",-0.08074,-0.0328506770104823,-0.03307,-0.03307,-0.03717
"20160706_GDN001_976",-0.08073,-0.0352681668310057,-0.03548,-0.0355,-0.03279
"20160405_UCD001_047",-0.08066,-0.078451179362608,-0.07868,-0.07876,-0.08719
"20200813_OCS001_101",-0.08061,-0.0784073853238717,-0.07863,-0.07864,-0.07916
"20161219_CMP001_011",-0.0803,-0.0369353050300518,-0.03715,-0.03723,-0.03863
"20201105_SBL001_037",-0.08021,-0.031640496707259,-0.03186,-0.03191,-0.03681
"20161012_WTB001_061",-0.08001,-0.0345795209624404,-0.0348,-0.03481,-0.03206
"20170823_GEN001_030",-0.08001,-0.0771351296061246,-0.07736,-0.07737,-0.07843
"20141007_ALR001_042",-0.07996,-0.0314130423674803,-0.03163,-0.03169,-0.03206
"20161101_HSI001_486",-0.07994,-0.079496429223375,-0.07972,-0.0798,-0.07916
"20160412_VIS001_113",-0.07965,-0.070910288525958,-0.07113,-0.07114,-0.0766
"20160524_ELI001_024",-0.07965,-0.0370009238948938,-0.03722,-0.03723,-0.04229
"20160803_WKS001_153",-0.07965,-0.0785221829292587,-0.07875,-0.07876,-0.06857
"20160510_AXC001_040_DUP",-0.07964,-0.0356143409788288,-0.03583,-0.03584,-0.04009
"20170801_OCS001_004",-0.07964,-0.0722864188246374,-0.07251,-0.07253,-0.06967
"20170919_GEN001_036",-0.07964,-0.0788616758264071,-0.07909,-0.0791,-0.07733
"20161219_CMP001_025",-0.07957,-0.073951417829995,-0.07418,-0.07426,-0.08208
"20160803_WKS001_131",-0.07927,-0.0736688616058658,-0.07389,-0.07391,-0.07624
"20191209_LIP001_473",-0.07916,-0.0306450411802194,-0.03086,-0.03087,-0.02987
"20170823_GEN001_026",-0.07892,-0.0778263595545659,-0.07805,-0.07807,-0.07806
"20200130_EWR001_007",-0.07881,-0.0808360405938574,-0.08106,-0.08107,-0.08719
"20141223_WNF001_068",-0.07856,-0.0771425149012579,-0.07737,-0.07737,-0.07624
"20160308_LIP001_188",-0.07856,-0.077479113360019,-0.0777,-0.07772,-0.08208
"20170919_BWE001_130",-0.0782,-0.0688366416600654,-0.06906,-0.06907,-0.06346
"20160726_WKS001_075",-0.07819,-0.0695196270989961,-0.06974,-0.06976,-0.06821
"20160405_UCD001_019",-0.07812,-0.0753315029752729,-0.07556,-0.07564,-0.08135
"20201001_SBL001_010",-0.07803,-0.0645203698545034,-0.06474,-0.0648,-0.06821
"20151027_MLH001_002",-0.07784,-0.0556875745273497,-0.05591,-0.05592,-0.05433
"20160822_GDN001_1245",-0.07784,-0.0338884422154977,-0.0341,-0.03411,-0.03608
"20160913_MAY001_324",-0.07783,-0.0331910763237415,-0.03341,-0.03342,-0.03571
"20160405_UCD001_015",-0.07776,-0.0801763317727526,-0.0804,-0.08049,-0.08573
"20200702_DOB001_162",-0.07772,-0.0292617831630178,-0.02948,-0.02949,-0.03389
"20220217_BWE001_127",-0.07771,-0.0794444684343885,-0.07967,-0.07968,-0.0839
"20210426_SBL001_010",-0.07767,-0.0634832922387002,-0.06371,-0.06376,-0.07076
"20170222_DRK001_328",-0.07748,-0.0767993800599343,-0.07702,-0.07703,-0.07405
"20140926_GDN001_169",-0.07747,-0.0290452780534676,-0.02926,-0.02927,-0.03097
"20160627_WKS001_003",-0.07747,-0.0785205135689375,-0.07875,-0.07876,-0.08025
"20160405_UCD001_050",-0.0774,-0.0345097486554117,-0.03473,-0.03481,-0.03827
"20220324_DUN001_041",-0.07736,-0.0759923060241403,-0.07622,-0.07622,-0.07587
"20150216_STO001_002",-0.07712,-0.0709162281351161,-0.07114,-0.07114,-0.0766
"20160627_BAR001_025",-0.07712,-0.0712599970287852,-0.07148,-0.07149,-0.0704
"20160308_LIP001_227",-0.07711,-0.0722930966264712,-0.07252,-0.07253,-0.0693
"20160913_MAY001_353",-0.07711,-0.0387267348192657,-0.03894,-0.03896,-0.04265
"20170118_TZI001_156",-0.07711,-0.0300797950059829,-0.03029,-0.03031,-0.02951
"20180102_DOB001_056",-0.07711,-0.0695232804841528,-0.06975,-0.06976,-0.07295
"20160405_UCD001_042",-0.07705,-0.0310554657981897,-0.03127,-0.03134,-0.03535
"20160405_UCD001_054",-0.07704,-0.0331232004397261,-0.03334,-0.03342,-0.04229
"20160517_RPC001_007",-0.07675,-0.0740215077902319,-0.07425,-0.07426,-0.07368
"20160531_GWF001_006",-0.07675,-0.0321610325784818,-0.03238,-0.03238,-0.03352
"20160531_RTS001_029",-0.07675,-0.0321545256219076,-0.03237,-0.03238,-0.03462
"20160706_MAY001_109",-0.07675,-0.0342341661946251,-0.03445,-0.03446,-0.03206
"20160706_MAY001_122",-0.07674,-0.0664037102219122,-0.06663,-0.06665,-0.06748
"20170710_HSI001_516",-0.07674,-0.0715963098622715,-0.07182,-0.07184,-0.07587
"20180221_EQR001_337",-0.07674,-0.0338818832716917,-0.0341,-0.03411,-0.03206
"20160216_H08",-0.07668,-0.0680765904080699,-0.0683,-0.06838,-0.07186
"20180111_SHS001_228",-0.07662,-0.0662928292280844,-0.06652,-0.06653,-0.06857
"20150408_GGI001_057",-0.07639,-0.0280120915122902,-0.02823,-0.02823,-0.02914
"20160105_JSB001_180",-0.07639,-0.0809458351928078,-0.08117,-0.08118,-0.0839
"20160627_BAR001_031",-0.07638,-0.0349175170263534,-0.03513,-0.03515,-0.039
"20160829_MAY001_315",-0.07638,-0.0325002418220139,-0.03272,-0.03273,-0.03608
"20180221_EQR001_327",-0.07638,-0.0383743116763685,-0.03859,-0.03861,-0.03389
"20160405_UCD001_051",-0.07632,-0.0770689635383317,-0.07729,-0.07737,-0.08171
"20220202_CSR001_003",-0.07627,-0.0278794024508711,-0.02809,-0.0281,-0.03243
"20150209_ELI001_079",-0.07603,-0.0276598669518321,-0.02787,-0.02788,-0.02695
"20160803_WKS001_108",-0.07603,-0.0705649121957189,-0.07079,-0.0708,-0.07879
"20160726_WTB001_042",-0.07602,-0.0376919834260974,-0.03791,-0.03792,-0.03754
"20161219_CMP001_014",-0.07596,-0.0701510394595965,-0.07037,-0.07045,-0.07441
"20160209_R074_G",-0.07567,-0.0408089213811734,-0.04103,-0.04103,-0.03535
"20170306_MAY001_419",-0.07566,-0.0293890250963355,-0.0296,-0.02961,-0.02987
"20181025_KMN001_037",-0.07558,-0.0275834825242297,-0.0278,-0.02788,-0.0306
"20190801_MID001_096",-0.07554,-0.065259519913293,-0.06548,-0.06549,-0.07076
"20200130_GDA001_015",-0.07554,-0.0271881299128665,-0.0274,-0.02741,-0.03352
"20220513_HIN001_044",-0.07554,-0.0718363547844605,-0.07206,-0.07206,-0.08135
"20160817_MKR001_038",-0.07531,-0.0290518220774377,-0.02927,-0.02927,-0.02549
"20141029_CM108",-0.0753,-0.0767869248734614,-0.07701,-0.07703,-0.07295
"20150825_RLN10",-0.0753,-0.073330606249927,-0.07355,-0.07357,-0.06784
"20161101_HSI001_479",-0.07523,-0.0698054324301071,-0.07003,-0.07011,-0.07952
"20160531_ELI001_043",-0.07494,-0.0318080060075878,-0.03202,-0.03204,-0.02914
"20160803_WKS001_140",-0.07494,-0.0688329300702045,-0.06906,-0.06907,-0.06419
"20180529_BTY001_001",-0.07494,-0.0318124496683803,-0.03203,-0.03204,-0.03389
"20170517_MAY001_512",-0.07493,-0.0273124398618942,-0.02753,-0.02754,-0.02403
"20160503_CRF001_033",-0.07422,-0.0660695899941455,-0.06629,-0.0663,-0.06967
"20180920_MBR001_007",-0.07422,-0.0705692398804243,-0.07079,-0.0708,-0.07478
"20170118_TZI001_045",-0.0742,-0.027998382200122,-0.02821,-0.02823,-0.02951
"20160524_THB001_013",-0.07386,-0.0754129177527645,-0.07564,-0.07564,-0.07514
"20180315_OCS001_064",-0.07386,-0.0255934179192471,-0.02581,-0.02581,-0.01892
"20171011_LRM001_010",-0.07385,-0.0643351692685832,-0.06456,-0.06457,-0.06382
"20180614_HDW001_011",-0.07385,-0.025578928484836,-0.02579,-0.02581,-0.02695
"20160405_UCD001_006",-0.07378,-0.0798379387398418,-0.08006,-0.08014,-0.08646
"20200414_LIP001_729",-0.07373,-0.0611094423633983,-0.06133,-0.06133,-0.06236
"20200716_OCS001_301",-0.07373,-0.074945363664208,-0.07517,-0.07518,-0.07441
"20161116_TVR001_007",-0.07349,-0.0719471150017472,-0.07217,-0.07218,-0.07587
"20170517_MOR001_002",-0.07341,-0.0272373207907952,-0.02745,-0.02754,-0.02768
"20170222_MDS001_037",-0.07314,-0.0671142126066082,-0.06734,-0.06734,-0.06492
"20170801_OCS001_023",-0.07313,-0.0259297972193109,-0.02614,-0.02615,-0.0317
"20141007_ALR001_003",-0.07312,-0.025232682684651,-0.02545,-0.02546,-0.02549
"20160223_DRK001_295",-0.07312,-0.0276581091832369,-0.02787,-0.02788,-0.0244
"20160426_VS_2_030",-0.07312,-0.072288829437247,-0.07251,-0.07253,-0.07149
"20160712_MAY001_226",-0.07312,-0.0328428896989193,-0.03306,-0.03307,-0.03206
"20170919_BWE001_138",-0.07312,-0.0774810301497932,-0.07771,-0.07772,-0.07879
"20141029_MRS001_010",-0.07277,-0.0674530437815514,-0.06768,-0.06768,-0.06894
"20150216_MID001_062",-0.07277,-0.0712601640473223,-0.07148,-0.07149,-0.06967
"20160216_B21",-0.07269,-0.0282813962298296,-0.0285,-0.02858,-0.03681
"20161219_CMP001_020",-0.07269,-0.0684146534958405,-0.06864,-0.06872,-0.06748
"20200414_LIP001_736",-0.07265,-0.0244217305128536,-0.02464,-0.02464,-0.03024
"20160627_WKS001_019",-0.0724,-0.0733249494864665,-0.07355,-0.07357,-0.08025
"20160803_WKS001_156",-0.0724,-0.0556853757050093,-0.05591,-0.05592,-0.05324
"20160829_SES001_018",-0.0724,-0.066066230065789,-0.06629,-0.0663,-0.06784
"20170404_TZI001_436",-0.0724,-0.0684857336786688,-0.06871,-0.06872,-0.07113
"20170517_TZI001_556",-0.0724,-0.0688291424077102,-0.06905,-0.06907,-0.0704
"20141007_ALR001_054",-0.07233,-0.024134395650922,-0.02435,-0.02442,-0.02732
"20201001_LIP001_811",-0.07229,-0.069415177643562,-0.06964,-0.06964,-0.07514
"20151208_RVN001_064",-0.07205,-0.0646876821424827,-0.06491,-0.06491,-0.06784
"20170814_CUM001_041",-0.07204,-0.0729913790343336,-0.07322,-0.07322,-0.07441
"20160405_UCD001_021",-0.07196,-0.0268959686875276,-0.02711,-0.02719,-0.03316
"20160405_UCD001_031",-0.07196,-0.072562681625728,-0.07279,-0.07287,-0.07624
"20200702_DOB001_146",-0.07192,-0.0628372127656939,-0.06306,-0.06306,-0.06017
"20180418_GSE001_001",-0.07168,-0.0235101091782906,-0.02372,-0.02373,-0.02659
"20160510_WPS001_003",-0.07167,-0.0712532214098545,-0.07148,-0.07149,-0.07806
"20170530_TZI001_017",-0.07167,-0.0252337637819693,-0.02545,-0.02546,-0.02476
"20160216_S22",-0.0716,-0.0286262545976197,-0.02884,-0.02892,-0.02987
"20180522_JER001_066",-0.07156,-0.0233845378477457,-0.0236,-0.0236,-0.02294
"20160726_WKS001_060",-0.07132,-0.0684882705293461,-0.06871,-0.06872,-0.07259
"20141029_RS07",-0.07131,-0.0729804193012816,-0.0732,-0.07322,-0.07003
"20160829_SES001_053",-0.07131,-0.054300724613797,-0.05452,-0.05453,-0.06127
"20170306_MDS001_062",-0.07131,-0.0695256732935716,-0.06975,-0.06976,-0.06675
"20170530_TZI001_072",-0.07095,-0.0245371500375635,-0.02475,-0.02477,-0.02622
"20170801_EQR001_500",-0.07095,-0.0262731856642428,-0.02649,-0.0265,-0.02549
"20210311_BWE001_040",-0.07084,-0.0676847115882693,-0.06791,-0.06791,-0.07113
"20190815_MAY001_158",-0.07083,-0.0226857787749229,-0.0229,-0.02291,-0.02148
"20191121_RRR001_004",-0.07083,-0.0226911309439852,-0.0229,-0.02291,-0.02513
"20191209_LIP001_571",-0.07083,-0.0226928272536305,-0.02291,-0.02291,-0.02476
"20210211_AFS001_038",-0.07083,-0.0662937428801076,-0.06652,-0.06653,-0.0693
"20160712_MAY001_291",-0.07059,-0.0259297799769709,-0.02614,-0.02615,-0.02549
"20160817_GDN001_1157",-0.07059,-0.0633017710888048,-0.06352,-0.06353,-0.06455
"20160216_H14",-0.07052,-0.0248201384409056,-0.02503,-0.02511,-0.03389
"20180327_PBN001_008",-0.07046,-0.0604023210196328,-0.06062,-0.06064,-0.06127
"20140926_GDN001_254",-0.07023,-0.0221295184173398,-0.02234,-0.02235,-0.02549
"20160829_SES001_030",-0.07023,-0.0729885983559525,-0.07321,-0.07322,-0.08135
"20180315_OCS001_061",-0.07023,-0.0221200427991603,-0.02233,-0.02235,-0.02476
"20180315_OCS001_073",-0.07023,-0.0639876717513598,-0.06421,-0.06422,-0.06748
"20160405_UCD001_059",-0.07015,-0.0244749292734201,-0.02469,-0.02477,-0.02148
"20190801_GDN001_1084",-0.07011,-0.0219993909343109,-0.02221,-0.02222,-0.01563
"20141029_CM063",-0.06987,-0.0698777960900323,-0.0701,-0.07011,-0.07332
"20160503_GLP001_005",-0.06987,-0.0643413199860932,-0.06456,-0.06457,-0.06419
"20160829_SES001_055",-0.06987,-0.073331610116169,-0.07356,-0.07357,-0.07259
"20200604_LIP001_782",-0.06975,-0.0220014258688519,-0.02221,-0.02222,-0.02294
"20220113_JOD001_001",-0.06975,-0.0226918632737944,-0.02291,-0.02291,-0.03206
"20200528_MKR001_114",-0.06974,-0.0704432568374751,-0.07067,-0.07068,-0.0704
"20140926_GDN001_275",-0.06951,-0.0214337964460781,-0.02165,-0.02165,-0.02513
"20160105_CHC001_038",-0.0695,-0.0224705190364374,-0.02268,-0.02269,-0.02221
"20160706_MAY001_102",-0.0695,-0.0245457468288739,-0.02476,-0.02477,-0.02549
"20160712_MAY001_240",-0.0695,-0.0279972997843491,-0.02821,-0.02823,-0.03024
"20180221_EQR001_323",-0.06949,-0.0556732026578317,-0.05589,-0.05592,-0.0609
"20160216_B18",-0.06943,-0.0244747503555175,-0.02469,-0.02477,-0.03498
"20160216_S10",-0.06943,-0.0237823280287192,-0.024,-0.02408,-0.0244
"20180927_KMN001_057",-0.06942,-0.0213522185728214,-0.02157,-0.02165,-0.02257
"20180601_BTY001_001",-0.06915,-0.0214351732042023,-0.02165,-0.02165,-0.02257
"20160412_VIS001_109",-0.06914,-0.0650267496874847,-0.06525,-0.06526,-0.06127
"20160412_VIS001_112",-0.06914,-0.0660620018784714,-0.06628,-0.0663,-0.06565
"20160822_MAY001_306",-0.06914,-0.0761017632837801,-0.07633,-0.07634,-0.07186
"20160803_WKS001_170",-0.06913,-0.0743606000031624,-0.07458,-0.07461,-0.07952
"20160829_SES001_043",-0.06913,-0.072286591131886,-0.07251,-0.07253,-0.07076
"20210426_LIP001_811",-0.06902,-0.0659548415130215,-0.06618,-0.06618,-0.07441
"20160126_71_239",-0.06879,-0.033897597973579,-0.03411,-0.03411,-0.0306
"20150209_RTS001_065",-0.06878,-0.0207383569019674,-0.02095,-0.02096,-0.02257
"20150318_AHT001_016",-0.06878,-0.0574219058189979,-0.05764,-0.05765,-0.06236
"20160314_LIP001_304",-0.06878,-0.0622610252459804,-0.06248,-0.06249,-0.06273
"20170620_DAY001_1576",-0.06878,-0.0297382188820601,-0.02995,-0.02996,-0.03462
